To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:36:13.089 [18332]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:13.106 [18332]: ngen returning 0x00000000
08/21/2019 18:36:13.133 [18272]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\d8af18dafd858a1e0d6fa5ace4fe32cb\Microsoft.SqlServer.Management.Sdk.Scripting.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:13.421 [18272]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:13.438 [18272]: ngen returning 0x00000000
08/21/2019 18:36:13.464 [17440]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\d96dcfa6bba26f7594d2674704104359\Microsoft.SqlServer.DTS9HelperUtility.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:13.754 [17440]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:13.771 [17440]: ngen returning 0x00000000
08/21/2019 18:36:13.798 [20316]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\dadbb1c347fae3e62b6db8ee1de95774\Microsoft.SqlServer.DataProfilingTask.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:14.083 [20316]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:14.100 [20316]: ngen returning 0x00000000
08/21/2019 18:36:14.127 [4344]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\dba7b13d49d66212e5b75e1e9f4e54b4\Microsoft.SqlServer.PipelineHost.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:14.414 [4344]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:14.430 [4344]: ngen returning 0x00000000
08/21/2019 18:36:14.456 [14876]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\dde65d8d589833f6ec02fb4973a9c07a\Microsoft.SqlServer.SString.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:14.743 [14876]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:14.760 [14876]: ngen returning 0x00000000
08/21/2019 18:36:14.790 [17692]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\df46b544bed70c33dfe1adb382c899fb\Microsoft.SqlServer.BulkInsertTask.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:15.080 [17692]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:15.097 [17692]: ngen returning 0x00000000
08/21/2019 18:36:15.124 [19032]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e03c7d0d71fddd2f340cbff741c92f6d\Microsoft.SqlServer.ActiveXScriptTask.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:15.410 [19032]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:15.427 [19032]: ngen returning 0x00000000
08/21/2019 18:36:15.454 [19120]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e053e91b8f4300a6e2931e4fb2f96a55\Microsoft.SqlServer.Management.HelpViewer.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:15.741 [19120]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:15.758 [19120]: ngen returning 0x00000000
08/21/2019 18:36:15.784 [16820]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e40b1c209a92092fa3c30df50f5609ee\Microsoft.SqlServer.SqlTDiagM.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:16.072 [16820]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:16.089 [16820]: ngen returning 0x00000000
08/21/2019 18:36:16.115 [18368]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e45cbaf14a2500d9c9d280e7e0e7bdbd\Microsoft.SqlServer.DTSUtilities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:16.402 [18368]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:16.418 [18368]: ngen returning 0x00000000
08/21/2019 18:36:16.445 [19556]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e5464993abc8eb244951a7d4d257a707\Microsoft.SqlServer.SqlWmiManagement.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:16.734 [19556]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:16.750 [19556]: ngen returning 0x00000000
08/21/2019 18:36:16.777 [3908]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e6e2bd68cc8a60366f45ffc329496db9\Microsoft.SqlServer.SmoExtended.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:17.065 [3908]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:17.082 [3908]: ngen returning 0x00000000
08/21/2019 18:36:17.108 [19164]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\e9cb3760b0c4dbb636bf8fd6d0828cfd\Microsoft.SqlServer.Replication.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:17.394 [19164]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:17.410 [19164]: ngen returning 0x00000000
08/21/2019 18:36:17.436 [8536]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\eafa895455b0f046de9d160422006d70\Microsoft.SqlServer.Management.Dmf.UI.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:17.726 [8536]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:17.743 [8536]: ngen returning 0x00000000
08/21/2019 18:36:17.769 [18404]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\eb7e29bf230949d9424ddc9a6bd64026\Microsoft.SqlServer.WMIDRTask.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:18.060 [18404]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:18.076 [18404]: ngen returning 0x00000000
08/21/2019 18:36:18.102 [13984]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\ec1e4fa88b4e963d3204cdc3110e6de8\Microsoft.SqlServer.DTSPipelineWrap.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:18.389 [13984]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:18.405 [13984]: ngen returning 0x00000000
08/21/2019 18:36:18.432 [12748]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\ec46118bc767d56cad9b38e331de649c\Microsoft.SqlServer.Management.PSProvider.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:18.720 [12748]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:18.736 [12748]: ngen returning 0x00000000
08/21/2019 18:36:18.763 [19324]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\edc408f982a7f1bcbd2ba3ac0e9f84ba\Microsoft.SqlServer.SqlWmiManagement.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:19.051 [19324]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:19.068 [19324]: ngen returning 0x00000000
08/21/2019 18:36:19.093 [14132]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\f10f48d30ee2810e1b746f8daad5f4c7\Microsoft.SqlServer.OlapEnum.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:19.413 [14132]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:19.430 [14132]: ngen returning 0x00000000
08/21/2019 18:36:19.456 [16600]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\f2320bd60c1d21411d56bed4eae9813c\Microsoft.SqlServer.Management.RelationalEngineTasks.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:19.744 [16600]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:19.761 [16600]: ngen returning 0x00000000
08/21/2019 18:36:19.788 [16364]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\f37e4df543e234bb5b7295ca1a2a6f41\Microsoft.SqlServer.BulkInsertTaskConnections.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:20.074 [16364]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:20.091 [16364]: ngen returning 0x00000000
08/21/2019 18:36:20.118 [19840]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\fba2eb91ea69d726799ec45c1cc0dd5c\Microsoft.SqlServer.Management.PSSnapins.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:20.402 [19840]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:20.418 [19840]: ngen returning 0x00000000
08/21/2019 18:36:20.445 [18028]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\fccfe554aef39c31c6d53294bb889b0a\Microsoft.SqlServer.Management.RSTasks.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:20.731 [18028]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:20.747 [18028]: ngen returning 0x00000000
08/21/2019 18:36:20.774 [2192]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\ff1b7a0d36ef87e28655c766333827a8\Microsoft.SqlServer.RegSvrEnum.resources.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:21.065 [2192]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:21.082 [2192]: ngen returning 0x00000000
08/21/2019 18:36:21.108 [20452]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.SqlServer#\ff5e95b63e9705ff703c939df074774a\Microsoft.SqlServer.DTS8HelperObjectModel.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:21.394 [20452]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:21.411 [20452]: ngen returning 0x00000000
08/21/2019 18:36:21.437 [15796]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualBas#\77917760b875518756289a94ff1162a9\Microsoft.VisualBasic.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:21.724 [15796]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:21.740 [15796]: ngen returning 0x00000000
08/21/2019 18:36:21.767 [17888]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualC\2c2aac68c46d42b03f9f95f8b8bfa80e\Microsoft.VisualC.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:22.053 [17888]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:22.069 [17888]: ngen returning 0x00000000
08/21/2019 18:36:22.098 [3984]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\01099f08c83aadcfa7afc97dbd492eff\Microsoft.VisualStudio.Shell.Interop.8.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:22.384 [3984]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:22.401 [3984]: ngen returning 0x00000000
08/21/2019 18:36:22.426 [19000]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\07589a1af064fd8b8448e62f49873017\Microsoft.VisualStudio.Data.Services.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:22.715 [19000]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:22.732 [19000]: ngen returning 0x00000000
08/21/2019 18:36:22.769 [18044]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\0ac2742a8949c25e4583324bb5e944ff\Microsoft.VisualStudio.Tools.Office.Word.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:23.058 [18044]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:23.074 [18044]: ngen returning 0x00000000
08/21/2019 18:36:23.100 [3032]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\0d4d60920efc1a251199129989b7232d\Microsoft.VisualStudio.Modeling.Sdk.Diagrams.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:23.388 [3032]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:23.405 [3032]: ngen returning 0x00000000
08/21/2019 18:36:23.431 [6512]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\10786258e739a0b1287e9d5badf12019\Microsoft.VisualStudio.Package.LanguageService.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:23.797 [6512]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:23.815 [6512]: ngen returning 0x00000000
08/21/2019 18:36:23.842 [19444]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\153deda950d09b1bb5846ddde8c77a6f\Microsoft.VisualStudio.Tools.Office.Contract.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:24.129 [19444]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:24.146 [19444]: ngen returning 0x00000000
08/21/2019 18:36:24.172 [17680]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\212bc345bcc4b4d17071565650caca40\Microsoft.VisualStudio.Modeling.Sdk.Shell.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:24.462 [17680]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:24.478 [17680]: ngen returning 0x00000000
08/21/2019 18:36:24.505 [13640]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\248af1c756cbc17cc148193fa60034b5\Microsoft.VisualStudio.Tools.Applications.Project.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:24.798 [13640]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:24.815 [13640]: ngen returning 0x00000000
08/21/2019 18:36:24.842 [17328]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\279f4290a62177cf0bfdcf69ccd60dd9\Microsoft.VisualStudio.Tools.Applications.Hosting.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:25.129 [17328]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:25.146 [17328]: ngen returning 0x00000000
08/21/2019 18:36:25.172 [16404]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\2cbe47a1de89db5735b3fb1e0a7d4b70\Microsoft.VisualStudio.Tools.Applications.Contract.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:25.457 [16404]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:25.474 [16404]: ngen returning 0x00000000
08/21/2019 18:36:25.500 [19772]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\2d68472fcb6d726d47e934f9ab5bda2f\Microsoft.VisualStudio.CommonIDE.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:25.795 [19772]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:25.812 [19772]: ngen returning 0x00000000
08/21/2019 18:36:25.839 [11356]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\2e21add00838c58afec407eb8e24daf8\Microsoft.VisualStudio.Shell.Interop.9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:26.127 [11356]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:26.144 [11356]: ngen returning 0x00000000
08/21/2019 18:36:26.170 [240]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\2ee5ada0f9188e5be4c258aedf5a4375\Microsoft.VisualStudio.Debugger.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:26.458 [240]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:26.475 [240]: ngen returning 0x00000000
08/21/2019 18:36:26.501 [19264]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\306559c0f0e5bfd64f0839f4d5aa80d5\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:26.796 [19264]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:26.813 [19264]: ngen returning 0x00000000
08/21/2019 18:36:26.839 [19372]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\333accc102e36861805089d76e409ea2\Microsoft.VisualStudio.Data.Core.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:27.125 [19372]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:27.142 [19372]: ngen returning 0x00000000
08/21/2019 18:36:27.168 [8528]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\393c50446efd11927c6f5ddd523d927e\Microsoft.VisualStudio.Tools.Applications.Adapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:27.459 [8528]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:27.475 [8528]: ngen returning 0x00000000
08/21/2019 18:36:27.501 [700]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\3bbf2c654031fe8173a793be74cea0e2\Microsoft.VisualStudio.Tools.Applications.Hosting.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:27.794 [700]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:27.812 [700]: ngen returning 0x00000000
08/21/2019 18:36:27.841 [18164]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\46d6347f246ead61dc2546232e7b4131\Microsoft.VisualStudio.TextManager.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:28.124 [18164]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:28.141 [18164]: ngen returning 0x00000000
08/21/2019 18:36:28.168 [16980]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\4c4f0e78d7490bf15e419cae0470593d\Microsoft.VisualStudio.Data.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:28.455 [16980]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:28.471 [16980]: ngen returning 0x00000000
08/21/2019 18:36:28.497 [17332]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\50e979c5f41f7e8d08dfdfb8ef8a4e4f\Microsoft.VisualStudio.Tools.Office.HostAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:28.784 [17332]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:28.803 [17332]: ngen returning 0x00000000
08/21/2019 18:36:28.829 [17372]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\53bc7a4d424691d01f1cf392f83d9ab4\Microsoft.VisualStudio.Data.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:29.141 [17372]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:29.157 [17372]: ngen returning 0x00000000
08/21/2019 18:36:29.185 [17156]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\585c9ccfc6986ffb37d10cbb7c853005\Microsoft.VisualStudio.WizardFramework.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:29.474 [17156]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:29.491 [17156]: ngen returning 0x00000000
08/21/2019 18:36:29.525 [18340]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5885b6292f42b414a76216524621363a\Microsoft.VisualStudio.Tools.Applications.DesignTime.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:29.818 [18340]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:29.835 [18340]: ngen returning 0x00000000
08/21/2019 18:36:29.861 [18268]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5bba937fcfb43197e3b05c6381a27493\Microsoft.VisualStudio.Tools.Applications.Runtime.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:30.148 [18268]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:30.165 [18268]: ngen returning 0x00000000
08/21/2019 18:36:30.191 [19824]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5c7c98011c0aa163c27b5a4b5dba1cdd\Microsoft.VisualStudio.Tools.Applications.HostAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:30.476 [19824]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:30.493 [19824]: ngen returning 0x00000000
08/21/2019 18:36:30.519 [17504]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5d7142419f02a6f3926dbc21910c2b8a\Microsoft.VisualStudio.Tools.Office.AppInfoDocument.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:30.810 [17504]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:30.827 [17504]: ngen returning 0x00000000
08/21/2019 18:36:30.855 [19904]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\5db94def8fc37c3642866d8425fdcda7\Microsoft.VisualStudio.TextTemplating.VSHost.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:31.143 [19904]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:31.160 [19904]: ngen returning 0x00000000
08/21/2019 18:36:31.186 [17532]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\62ad38084d30956d2ac76bb74497d4c4\Microsoft.VisualStudio.Tools.Office.Excel.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:31.473 [17532]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:31.490 [17532]: ngen returning 0x00000000
